drug_a,drug_b,cell_line,synergy
Navitoclax,KU-55933,OCUB-M,0
Sapitinib,AZD7762,CAL-148,0
PD173074,Uprosertib,HCC1806,1
Erlotinib,Taselisib,PA-TU-8902,0
Dasatinib,Navitoclax,CFPAC-1,0
LGK974,AZD7762,SNU-1040,0
Temozolomide,Trametinib,HCC1143,0
Sapitinib,AZD6482,HCC1569,0
LGK974,AZD8055,SW620,0
Navitoclax,MK-1775,KP-2,0
Docetaxel,Bortezomib,MDA-MB-361,0
Sapitinib,Docetaxel,CAL-148,0
Crizotinib,Temozolomide,BT-474,0
Navitoclax,Dabrafenib,T84,0
Afatinib,Camptothecin,SNU-C1,0
SB505124,Crizotinib,CL-11,0
PD173074,Pictilisib,MDA-MB-175-VII,0
Temozolomide,Uprosertib,HCC1599,0
Olaparib,OSI-027,PANC-04-03,0
Pictilisib,Vorinostat,T47D,0
Olaparib,Sapitinib,NCI-H716,0
Bortezomib,AZD8055,ZR-75-30,0
Sorafenib,Lapatinib,YAPC,0
Temozolomide,Vorinostat,MDA-MB-468,0
Trametinib,Taselisib,SW1990,1
OSI-027,AZD6482,BT-20,0
Trametinib,Dabrafenib,HCC70,0
Sapitinib,Venetoclax,HCC2218,0
Galunisertib,Navitoclax,CAPAN-2,0
Vorinostat,Doramapimod,CAL-120,0
Navitoclax,Taselisib,CL-11,1
MK-1775,Taselisib,EFM-19,0
Vorinostat,Ribociclib,MDA-MB-468,0
AZD7762,ZM447439,HCC1428,0
OSI-027,Crizotinib,PA-TU-8902,0
Vorinostat,Doramapimod,UACC-893,0
Pictilisib,PD173074,ZR-75-30,0
Sapitinib,Trametinib,CAMA-1,0
Dasatinib,Dactolisib,KP-3,0
Sapitinib,Afatinib,MDA-MB-468,0
Dabrafenib,AZD4547,COLO-678,0
OSI-027,Doramapimod,HCC1937,0
Trametinib,JQ1,DU-4475,1
PD173074,Ribociclib,DU-4475,0
Navitoclax,LGK974,LS-123,1
MK-1775,Navitoclax,HCC1937,1
OSI-027,Alpelisib,HCC1569,0
Trametinib,Camptothecin,CAL-120,0
Pictilisib,BI-2536,MDA-MB-415,0
Afatinib,Palbociclib,HCC2998,0
Vorinostat,Alisertib,MDA-MB-231,0
Temozolomide,AZD7762,MFM-223,0
Navitoclax,Bortezomib,T47D,0
AZD7762,Afatinib,DU-4475,0
Dasatinib,Crizotinib,HuP-T3,1
BMS-754807,LGK974,MDST8,0
Bortezomib,Paclitaxel,ZR-75-1,0
Sapitinib,Vorinostat,MDA-MB-453,0
SB505124,Sapitinib,SW620,0
Pictilisib,RO-3306,HCC1599,0
AZD7762,Crizotinib,SNU-175,0
SB505124,AZD4547,HT-115,0
Taselisib,Navitoclax,CaR-1,0
AZD4547,AZD7762,SW620,0
Crizotinib,Alisertib,HCC1187,0
Afatinib,Crizotinib,SNU-81,0
Bortezomib,MK-1775,MDA-MB-175-VII,0
Sorafenib,Lapatinib,PANC-04-03,0
PD173074,Olaparib,MDA-MB-231,0
Pictilisib,Doramapimod,MDA-MB-231,0
Sapitinib,Alpelisib,MFM-223,0
Crizotinib,AZD7762,SW837,0
OSI-027,Lapatinib,HCC1187,0
Taselisib,LGK974,KP-3,0
AZD8055,MK-1775,CL-11,0
Palbociclib,Uprosertib,UACC-893,0
Taselisib,Sorafenib,HCC70,0
MK-1775,Navitoclax,EFM-19,0
AZD7762,PF-4708671,MDA-MB-468,0
Camptothecin,Dabrafenib,HCT-15,0
Navitoclax,OSI-027,PA-TU-8988T,0
Taselisib,MK-1775,PANC-08-13,0
Trametinib,Crizotinib,LS-180,0
Lapatinib,Irinotecan,PA-TU-8988T,0
Bortezomib,Dabrafenib,MDA-MB-231,0
Taselisib,BI-2536,BT-20,1
Afatinib,LGK974,SK-CO-1,0
Taselisib,LGK974,LS-123,0
Trametinib,Crizotinib,PANC-03-27,0
AZD7762,Afatinib,HCC1569,0
Bortezomib,Alisertib,HCC1143,0
Dactolisib,OSI-027,KP-4,0
Crizotinib,NU7441,HCC1599,1
Crizotinib,Alisertib,EVSA-T,0
AZD7762,BMS-754807,LS-411N,0
Bortezomib,OSI-027,AU565,0
Sapitinib,Taselisib,CAL-120,0
Palbociclib,AZD6482,JIMT-1,0
Pictilisib,Temozolomide,EVSA-T,0
Trametinib,Navitoclax,LS-411N,1
MK-1775,RO-3306,MDA-MB-453,0
Sorafenib,Trametinib,MIA-PaCa-2,0
AZD4547,Sapitinib,KM12,1
LGK974,SB505124,SW620,0
Vorinostat,Sapitinib,MDA-MB-330,0
MK-1775,Doramapimod,COLO-824,0
Crizotinib,MK-1775,MRK-nu-1,0
Temozolomide,MK-1775,DU-4475,0
Lapatinib,Irinotecan,HuP-T3,0
Bortezomib,MK-1775,HCC1395,0
SB216763,LGK974,DiFi,0
Olaparib,RO-3306,AU565,0
Lapatinib,Sorafenib,EFM-19,0
Docetaxel,Doramapimod,HCC1806,0
Trametinib,Dabrafenib,HCC1806,0
Temozolomide,PF-4708671,HCC1500,0
Trametinib,Venetoclax,HCC1954,0
LGK974,Lapatinib,PANC-03-27,0
Vorinostat,Lapatinib,CAL-148,0
OSI-027,Lapatinib,CAL-85-1,0
Crizotinib,Navitoclax,HCT-116,1
OSI-027,Navitoclax,CAPAN-1,0
PD173074,Alpelisib,BT-549,0
Olaparib,Navitoclax,NCI-H747,0
Dasatinib,Irinotecan,DAN-G,0
OSI-027,ZM447439,Hs-578-T,0
Sapitinib,Navitoclax,HCC1419,1
Afatinib,Palbociclib,COLO-678,0
Taselisib,Galunisertib,PANC-04-03,0
Sorafenib,Erlotinib,Hs-766T,0
Olaparib,Pictilisib,CAMA-1,0
Crizotinib,Trametinib,HCT-116,0
Pictilisib,Alpelisib,DU-4475,0
PD173074,ZM447439,MFM-223,0
MK-1775,Lapatinib,BxPC-3,0
Crizotinib,Sorafenib,CAL-120,0
Trametinib,MK-1775,RKO,0
Sapitinib,Navitoclax,C2BBe1,0
Temozolomide,SB216763,HCC1599,0
AZD7762,AZD8055,MDA-MB-453,0
Sorafenib,Dactolisib,PANC-03-27,0
AZD7762,Erlotinib,CAPAN-1,0
MK-1775,Ribociclib,HCC1428,0
Taselisib,AZD6482,BT-483,0
Navitoclax,Olaparib,T84,0
Bortezomib,Afatinib,HCC1954,0
Sapitinib,Camptothecin,MDA-MB-330,0
Vorinostat,SB216763,MDA-MB-175-VII,0
Docetaxel,RO-3306,Hs-578-T,0
Olaparib,Erlotinib,PA-TU-8902,0
Palbociclib,Alisertib,CAL-51,0
Sorafenib,Crizotinib,PANC-02-03,0
Temozolomide,Pictilisib,BT-474,0
MK-1775,Palbociclib,RKO,0
Pictilisib,Navitoclax,UACC-812,0
OSI-027,Uprosertib,MDA-MB-231,0
Docetaxel,Temozolomide,DU-4475,0
OSI-027,MK-1775,HCC1500,0
PD173074,AZD7762,MDA-MB-415,0
BMS-754807,MK-1775,SW948,0
Lapatinib,Temozolomide,MCF7,0
Lapatinib,BI-2536,MDA-MB-361,0
PD173074,Alpelisib,HCC1419,0
SB505124,Olaparib,COLO-678,0
LGK974,BMS-754807,CaR-1,0
AZD7762,BI-2536,EFM-192A,0
Taselisib,Ribociclib,HCC2157,0
Vorinostat,BI-2536,BT-483,0
Sapitinib,JQ1,AU565,1
Olaparib,Taselisib,BT-483,0
Temozolomide,Nilotinib,HCC1187,0
Crizotinib,PD173074,OCUB-M,0
MK-1775,Trametinib,RCM-1,0
Palbociclib,Sorafenib,HCC1569,0
SB216763,AZD7762,CL-11,0
Trametinib,Crizotinib,HCT-116,0
Lapatinib,Alpelisib,UACC-893,1
Bortezomib,Paclitaxel,HCC38,0
Taselisib,Venetoclax,BT-549,0
SB505124,AZD4547,HT-29,0
SB216763,BMS-754807,SNU-175,0
Palbociclib,Camptothecin,HCC2998,0
Lapatinib,AZD6482,BT-20,0
Palbociclib,Afatinib,HCC2998,0
Olaparib,Bortezomib,COLO-824,0
Olaparib,Erlotinib,HuP-T4,0
SB505124,Dabrafenib,RKO,0
Taselisib,RO-3306,MDA-MB-468,0
LGK974,AZD7762,PANC-03-27,0
Temozolomide,Olaparib,UACC-812,0
Olaparib,AZD8055,AU565,0
Lapatinib,Erlotinib,KP-4,0
Navitoclax,AZD6482,HCC1395,0
AZD8055,Sapitinib,LS-513,0
Lapatinib,JQ1,MDA-MB-157,0
LGK974,Crizotinib,SW1116,0
Navitoclax,Doramapimod,Hs-578-T,1
Palbociclib,AZD8055,HCC1395,0
Trametinib,Paclitaxel,HuP-T4,1
Trametinib,AZD6482,CAL-51,0
Docetaxel,Lapatinib,HDQ-P1,0
Navitoclax,AZD6482,HCC1187,0
AZD7762,Docetaxel,EFM-19,0
MK-1775,RO-3306,HCC1428,0
Navitoclax,AZD7762,HCC1937,1
Navitoclax,Crizotinib,MFM-223,0
Crizotinib,Doramapimod,ZR-75-1,0
Navitoclax,Crizotinib,SNU-C1,0
Bortezomib,BI-2536,T47D,0
Olaparib,Palbociclib,LS-513,0
Crizotinib,Wee1 Inhibitor,EFM-19,0
MK-1775,PF-4708671,HCC1806,0
Taselisib,SB216763,MDST8,0
Docetaxel,Doramapimod,HCC1143,0
OSI-027,BI-2536,CAMA-1,1
AZD7762,Taselisib,MIA-PaCa-2,0
AZD7762,Taselisib,SW1417,0
Taselisib,Venetoclax,CAL-51,0
AZD7762,MK-1775,CAPAN-2,0
Sapitinib,Navitoclax,EVSA-T,0
Palbociclib,Lapatinib,HCC70,0
Lapatinib,Alpelisib,HCC1599,0
Trametinib,Navitoclax,HCC2157,0
LGK974,Crizotinib,SNU-1040,0
Sapitinib,BMS-754807,T84,0
Lapatinib,PF-4708671,BT-483,0
Docetaxel,AZD8055,Hs-578-T,0
Lapatinib,Taselisib,SU8686,0
Sapitinib,Palbociclib,MDA-MB-231,0
Temozolomide,NU7441,EFM-192A,0
Sapitinib,Alisertib,HCC1187,1
Temozolomide,Alisertib,HCC1954,0
Trametinib,Crizotinib,HT55,0
Navitoclax,Temozolomide,HCC1599,0
Lapatinib,Navitoclax,UACC-893,1
Trametinib,BMS-754807,SNU-C5,0
OSI-027,Sorafenib,EVSA-T,0
AZD8055,BMS-754807,SW1417,0
Docetaxel,Nilotinib,CAMA-1,0
Navitoclax,Crizotinib,CAL-148,0
Palbociclib,Crizotinib,MDA-MB-231,0
Bortezomib,NU7441,MDA-MB-415,0
PD173074,Camptothecin,MDA-MB-415,0
Bortezomib,RO-3306,HCC70,0
Navitoclax,Taselisib,MDA-MB-415,0
Navitoclax,Docetaxel,MDA-MB-231,1
AZD8055,Dabrafenib,SW620,0
OSI-027,Taselisib,PA-TU-8902,0
Olaparib,OSI-027,KP-1N,0
MK-1775,Camptothecin,MDA-MB-415,1
AZD7762,Docetaxel,MDA-MB-468,0
Pictilisib,Camptothecin,HCC2157,0
OSI-027,Navitoclax,Hs-578-T,0
MK-1775,Ribociclib,MDA-MB-453,0
Palbociclib,Afatinib,HCC1937,0
Temozolomide,Uprosertib,EFM-19,0
Trametinib,Camptothecin,HCT-116,0
Docetaxel,AZD8055,OCUB-M,0
AZD7762,KU-55933,T47D,0
Olaparib,AZD8055,HCC1954,0
Lapatinib,Dabrafenib,T47D,0
AZD7762,Palbociclib,SW948,0
Camptothecin,Trametinib,T84,0
Olaparib,OSI-027,HCC1569,0
Pictilisib,MK-1775,MDA-MB-175-VII,0
Trametinib,LGK974,SNU-C1,0
PD173074,Ribociclib,MDA-MB-157,0
Olaparib,Dabrafenib,DiFi,0
Navitoclax,Lapatinib,HPAC,0
Sapitinib,Alpelisib,BT-549,0
Trametinib,Temozolomide,CAL-148,0
Afatinib,Sapitinib,CL-11,0
Trametinib,Tozasertib,AU565,0
Docetaxel,Sapitinib,BT-483,0
Lapatinib,PD173074,CAL-51,0
MK-1775,Taselisib,HT-115,0
Paclitaxel,Olaparib,PA-TU-8988T,0
Pictilisib,Doramapimod,DU-4475,0
Olaparib,SB216763,OCUB-M,0
AZD7762,Bortezomib,JIMT-1,0
Crizotinib,Camptothecin,OCUB-M,0
MK-1775,ZM447439,T47D,0
Temozolomide,Dabrafenib,HCC2157,0
Palbociclib,AZD8055,COLO-205,0
AZD8055,Camptothecin,LS-513,0
Taselisib,AZD8055,MDA-MB-231,0
Vorinostat,ZM447439,MDA-MB-468,0
Trametinib,BI-2536,HCC1954,0
MK-1775,Dasatinib,HuP-T4,1
SB216763,MK-1775,LS-513,0
Bortezomib,Uprosertib,HCC1599,0
Trametinib,LGK974,CCK-81,0
Bortezomib,Camptothecin,HCC38,0
Olaparib,BI-2536,CAL-148,0
Sapitinib,Sorafenib,CAMA-1,0
Crizotinib,Pictilisib,ZR-75-1,0
Trametinib,Doramapimod,EVSA-T,0
Crizotinib,Lapatinib,UACC-812,0
Crizotinib,Venetoclax,COLO-824,1
Pictilisib,Temozolomide,ZR-75-30,0
Sapitinib,Dabrafenib,CAL-51,0
MK-1775,Lapatinib,MRK-nu-1,0
Olaparib,Dasatinib,DAN-G,0
MK-1775,Vorinostat,HCC1806,0
Afatinib,AZD7762,RCM-1,0
SB505124,Trametinib,T84,0
Vorinostat,Tozasertib,UACC-893,0
Palbociclib,AZD7762,KP-3,0
Trametinib,Sorafenib,JIMT-1,0
Palbociclib,SB505124,RCM-1,0
Trametinib,Pictilisib,HCC38,0
Olaparib,Lapatinib,MIA-PaCa-2,0
PD173074,Venetoclax,HDQ-P1,0
SB216763,AZD4547,CaR-1,0
Vorinostat,Doramapimod,MDA-MB-453,0
Palbociclib,Olaparib,COLO-320-HSR,0
Olaparib,Trametinib,MDST8,0
Pictilisib,Trametinib,BT-549,0
Palbociclib,AZD7762,COLO-205,0
PD173074,Doramapimod,HCC70,0
PD173074,Crizotinib,UACC-812,1
AZD7762,RO-3306,HCC1187,0
Navitoclax,Uprosertib,HCC1143,0
Pictilisib,Afatinib,OCUB-M,1
Lapatinib,Wee1 Inhibitor,MCF7,0
Afatinib,Navitoclax,HCT-15,0
AZD8055,MK-1775,COLO-320-HSR,0
Navitoclax,Docetaxel,HCC1500,0
Vorinostat,Trametinib,BT-474,0
Docetaxel,OSI-027,UACC-812,0
OSI-027,Lapatinib,ZR-75-30,0
MK-1775,AZD8055,HCC1569,0
AZD7762,Irinotecan,PL4,1
Taselisib,Bortezomib,JIMT-1,0
Pictilisib,Alpelisib,MDA-MB-175-VII,0
Bortezomib,PD173074,BT-474,0
Pictilisib,Doramapimod,MDA-MB-175-VII,0
Pictilisib,Wee1 Inhibitor,HDQ-P1,0
Pictilisib,OSI-027,CAL-85-1,0
AZD4547,AZD7762,NCI-H747,0
Crizotinib,Erlotinib,HuP-T3,0
Sapitinib,MK-1775,BT-549,0
Erlotinib,Palbociclib,MIA-PaCa-2,0
LGK974,Dabrafenib,CCK-81,0
SB505124,AZD4547,SW948,0
Navitoclax,Ribociclib,MDA-MB-361,0
Crizotinib,Doramapimod,HCC1143,0
Irinotecan,Navitoclax,MZ1-PC,1
Navitoclax,MK-1775,COLO-320-HSR,0
Afatinib,SB216763,SW1463,0
Temozolomide,Docetaxel,CAL-120,0
Taselisib,SB216763,SNU-407,0
Sapitinib,SB505124,DiFi,0
Trametinib,Venetoclax,MDA-MB-157,0
Crizotinib,Palbociclib,HCC1187,0
MK-1775,Navitoclax,HCC1187,0
Camptothecin,BMS-754807,KM12,0
Pictilisib,AZD7762,HCC1500,0
Paclitaxel,Navitoclax,KP-1N,1
Lapatinib,Trametinib,MRK-nu-1,0
Docetaxel,AZD7762,HCC1419,0
Lapatinib,Irinotecan,SUIT-2,0
Taselisib,AZD4547,SNU-175,0
Vorinostat,Venetoclax,EFM-192A,0
SB216763,Afatinib,C2BBe1,0
Navitoclax,Alisertib,CAL-148,1
Crizotinib,AZD8055,MDA-MB-157,0
Sapitinib,Tozasertib,HCC1187,0
Pictilisib,Ribociclib,Hs-578-T,0
OSI-027,Docetaxel,HCC1806,0
AZD7762,BMS-754807,CaR-1,0
OSI-027,NU7441,HCC38,0
Taselisib,OSI-027,HuP-T4,1
Palbociclib,Navitoclax,NCI-H716,0
Pictilisib,BI-2536,HCC1428,0
Trametinib,AZD6482,DU-4475,0
SB505124,Sapitinib,SNU-C1,0
AZD4547,LGK974,COLO-205,0
Lapatinib,Trametinib,SUIT-2,1
MK-1775,KU-55933,AU565,0
Crizotinib,Sapitinib,OCUB-M,0
Trametinib,Sorafenib,Hs-766T,0
Sapitinib,Temozolomide,DU-4475,0
MK-1775,Temozolomide,JIMT-1,0
Taselisib,Afatinib,LoVo,0
Olaparib,Navitoclax,JIMT-1,0
Palbociclib,AZD7762,HPAC,0
Erlotinib,Navitoclax,DAN-G,0
Sapitinib,Navitoclax,CAL-51,0
Taselisib,Trametinib,CW-2,0
BMS-754807,Taselisib,COLO-320-HSR,0
Sapitinib,Palbociclib,AU565,0
Erlotinib,Irinotecan,PANC-04-03,0
Bortezomib,NU7441,HCC70,1
SB505124,MK-1775,SK-CO-1,0
PD173074,Bortezomib,Hs-578-T,0
Crizotinib,Taselisib,SU8686,0
MK-1775,OSI-027,HDQ-P1,0
Vorinostat,Alpelisib,HCC1599,0
LGK974,Trametinib,C2BBe1,0
Navitoclax,Crizotinib,COLO-205,0
MK-1775,Sapitinib,SW1116,0
Irinotecan,Dasatinib,PANC-08-13,0
Temozolomide,Alisertib,HCC1806,0
OSI-027,Dactolisib,CAPAN-1,0
Docetaxel,Ribociclib,HCC1187,0
PD173074,Bortezomib,EFM-192A,0
Olaparib,SB216763,Hs-578-T,0
Crizotinib,Navitoclax,CCK-81,0
Camptothecin,Taselisib,RCM-1,0
PD173074,Olaparib,HCC1806,0
Crizotinib,OSI-027,HCC1599,0
Navitoclax,SB216763,SNU-C2B,0
Navitoclax,NU7441,BT-20,1
Dabrafenib,BMS-754807,HCT-15,0
SB216763,Olaparib,GP5d,0
Navitoclax,Sapitinib,AU565,0
Olaparib,Alisertib,MDA-MB-361,0
Docetaxel,Dabrafenib,HCC1599,0
Trametinib,Tozasertib,EVSA-T,0
Sapitinib,Camptothecin,OCUB-M,0
Sapitinib,AZD6482,HCC1599,0
Taselisib,Nilotinib,MDA-MB-468,0
Bortezomib,Dabrafenib,CAMA-1,0
Irinotecan,Navitoclax,PANC-03-27,0
Temozolomide,Venetoclax,BT-474,0
Camptothecin,MK-1775,SK-CO-1,0
Trametinib,Paclitaxel,ZR-75-1,0
PD173074,Alpelisib,Hs-578-T,1
Bortezomib,Crizotinib,MDA-MB-436,0
Vorinostat,Palbociclib,ZR-75-30,0
Sapitinib,SB505124,GP5d,0
Taselisib,Wee1 Inhibitor,DU-4475,0
Olaparib,Paclitaxel,EFM-192A,0
Crizotinib,Palbociclib,NCI-H508,0
Trametinib,Uprosertib,MDA-MB-361,0
MK-1775,Sorafenib,EVSA-T,0
AZD7762,Olaparib,HCC1937,0
Palbociclib,Camptothecin,SNU-1040,0
Vorinostat,PD173074,MFM-223,1
Bortezomib,Dabrafenib,MRK-nu-1,0
OSI-027,Sapitinib,BT-549,0
Palbociclib,PD173074,CAMA-1,0
Trametinib,Vorinostat,DU-4475,0
Docetaxel,Sorafenib,HCC1500,0
Trametinib,PF-4708671,CAL-51,0
Sapitinib,MK-1775,BT-474,0
Taselisib,Sorafenib,PANC-03-27,0
Temozolomide,Ribociclib,HCC38,0
Temozolomide,Lapatinib,AU565,0
Olaparib,Taselisib,PA-TU-8902,0
Vorinostat,Ribociclib,MDA-MB-361,0
Paclitaxel,Sorafenib,CFPAC-1,0
Pictilisib,KU-55933,CAL-51,0
LGK974,Palbociclib,PA-TU-8988T,0
SB216763,Crizotinib,CaR-1,0
Sorafenib,Erlotinib,PA-TU-8988T,0
Palbociclib,MK-1775,SW837,0
Vorinostat,NU7441,MDA-MB-157,0
Bortezomib,Alisertib,HCC2157,0
Taselisib,MK-1775,RKO,0
Olaparib,AZD8055,LoVo,0
Taselisib,BMS-754807,CCK-81,0
MK-1775,RO-3306,EFM-19,0
MK-1775,AZD4547,LS-180,0
Lapatinib,Trametinib,AsPC-1,0
Olaparib,PF-4708671,HCC1599,0
Lapatinib,Venetoclax,HCC1599,0
OSI-027,Tozasertib,HCC1187,0
AZD7762,PD173074,HCC1500,0
Olaparib,AZD6482,MDA-MB-453,0
MK-1775,Sapitinib,HT55,0
Trametinib,MK-1775,CFPAC-1,0
Sapitinib,Alpelisib,MRK-nu-1,0
Docetaxel,KU-55933,MFM-223,0
Navitoclax,Taselisib,MDA-MB-330,0
Vorinostat,PD173074,COLO-824,0
Bortezomib,AZD6482,MCF7,0
Navitoclax,Ribociclib,HCC1187,0
BMS-754807,LGK974,SNU-C2B,0
Lapatinib,OSI-027,PSN1,0
Camptothecin,Palbociclib,SW1417,0
Lapatinib,Sorafenib,SUIT-2,0
MK-1775,Taselisib,MDA-MB-436,0
Docetaxel,Venetoclax,HCC1187,0
Dabrafenib,Camptothecin,LS-411N,0
Camptothecin,Crizotinib,SW1417,0
Temozolomide,ZM447439,JIMT-1,0
LGK974,AZD4547,HCT-116,1
MK-1775,Trametinib,SW620,0
Trametinib,Ribociclib,CAL-51,0
Crizotinib,AZD7762,EVSA-T,0
Sapitinib,Uprosertib,HCC1143,0
Bortezomib,Palbociclib,HCC1395,0
Trametinib,Dabrafenib,CAL-85-1,0
Palbociclib,Taselisib,MDA-MB-453,0
Dabrafenib,AZD8055,HT55,0
SB505124,Navitoclax,RKO,0
Taselisib,Irinotecan,CAPAN-2,0
Pictilisib,NU7441,DU-4475,0
Lapatinib,AZD8055,COLO-824,0
Afatinib,Sapitinib,CW-2,0
Docetaxel,PF-4708671,MDA-MB-436,0
Lapatinib,Docetaxel,HCC1428,0
Trametinib,MK-1775,SW1990,0
MK-1775,Doramapimod,HCC1143,0
Camptothecin,BMS-754807,HCT-15,0
Crizotinib,SB505124,HCC2998,0
Camptothecin,MK-1775,KM12,0
Trametinib,Camptothecin,SW1417,0
Camptothecin,Taselisib,COLO-678,0
AZD7762,Camptothecin,HCT-116,0
Palbociclib,Dabrafenib,CW-2,0
Bortezomib,Temozolomide,MDA-MB-436,0
Bortezomib,Trametinib,BT-474,0
Docetaxel,Palbociclib,BT-549,0
Palbociclib,OSI-027,HCC1419,0
OSI-027,Galunisertib,KP-4,0
Sapitinib,SB216763,HT55,0
Camptothecin,Trametinib,LS-123,0
Olaparib,Ribociclib,HCC1500,0
Lapatinib,Galunisertib,HuP-T3,1
Palbociclib,KU-55933,HCC1500,0
Pictilisib,Crizotinib,DU-4475,0
Trametinib,ZM447439,BT-483,0
OSI-027,MK-1775,COLO-824,0
PD173074,Uprosertib,HCC70,0
Afatinib,Camptothecin,NCI-H508,0
Crizotinib,Paclitaxel,MDA-MB-330,0
BMS-754807,Sapitinib,SW1116,1
Docetaxel,Vorinostat,JIMT-1,0
Temozolomide,Olaparib,MDA-MB-157,0
Crizotinib,SB216763,NCI-H508,0
AZD4547,MK-1775,SK-CO-1,0
Irinotecan,Taselisib,SUIT-2,0
Temozolomide,Pictilisib,HCC1937,0
Taselisib,Ribociclib,HCC1428,0
SB505124,Afatinib,HT-115,0
Erlotinib,OSI-027,PA-TU-8902,0
Erlotinib,Trametinib,DAN-G,0
OSI-027,Pictilisib,COLO-824,0
Trametinib,RO-3306,COLO-824,0
Temozolomide,Trametinib,MDA-MB-361,0
Sapitinib,Taselisib,HCC2998,0
SB505124,Afatinib,T84,0
Vorinostat,Docetaxel,DU-4475,0
SB216763,Dabrafenib,SNU-175,0
MK-1775,Galunisertib,MZ1-PC,0
Lapatinib,Taselisib,DU-4475,1
AZD4547,SB505124,KM12,0
Pictilisib,Paclitaxel,ZR-75-30,0
Navitoclax,Paclitaxel,ZR-75-30,0
Bortezomib,RO-3306,HCC1419,0
Vorinostat,Afatinib,EVSA-T,0
Trametinib,Docetaxel,MDA-MB-436,0
AZD7762,AZD8055,HCC1395,0
Lapatinib,Dabrafenib,MDA-MB-175-VII,0
Palbociclib,Docetaxel,DU-4475,0
Temozolomide,Navitoclax,AU565,0
Bortezomib,Doramapimod,HCC1500,0
Sapitinib,Uprosertib,HDQ-P1,0
Afatinib,AZD8055,DiFi,0
Palbociclib,AZD4547,SK-CO-1,0
OSI-027,Temozolomide,MDA-MB-468,0
Crizotinib,Doramapimod,HCC1599,0
Temozolomide,Sorafenib,HCC1937,0
MK-1775,NU7441,MDA-MB-436,0
Trametinib,Sorafenib,HuP-T3,0
MK-1775,Ribociclib,Hs-578-T,0
Docetaxel,Camptothecin,EFM-19,0
Palbociclib,AZD7762,COLO-678,0
Docetaxel,Crizotinib,ZR-75-30,0
AZD7762,ZM447439,CAL-85-1,0
SB216763,Trametinib,HT55,0
Sapitinib,JQ1,HCC1395,0
PD173074,Doramapimod,MFM-223,0
Bortezomib,PF-4708671,ZR-75-1,0
Camptothecin,Palbociclib,GP5d,0
LGK974,Lapatinib,KP-3,0
Palbociclib,Trametinib,MCF7,0
Trametinib,Camptothecin,SW948,0
Lapatinib,Sorafenib,MDA-MB-436,0
AZD4547,Olaparib,CaR-1,0
AZD7762,AZD8055,HCC1419,0
Lapatinib,NU7441,CAL-120,0
MK-1775,Docetaxel,CAL-85-1,0
PD173074,KU-55933,MDA-MB-436,0
Navitoclax,Taselisib,HCC1428,1
MK-1775,BI-2536,MRK-nu-1,0
Sapitinib,Vorinostat,HCC1954,0
MK-1775,JQ1,Hs-578-T,0
AZD7762,SB216763,HCC2218,0
Sapitinib,Alisertib,MDA-MB-361,0
Lapatinib,RO-3306,COLO-824,0
Lapatinib,Vorinostat,HCC1428,0
MK-1775,Taselisib,AU565,0
AZD7762,RO-3306,HCC1143,0
Navitoclax,OSI-027,MDA-MB-468,0
Camptothecin,Palbociclib,SW1463,0
OSI-027,Crizotinib,EVSA-T,0
OSI-027,Irinotecan,AsPC-1,0
AZD7762,AZD8055,HCC1937,0
Bortezomib,Alpelisib,BT-20,0
Camptothecin,AZD8055,LS-180,0
AZD8055,AZD4547,SW837,0
Crizotinib,Taselisib,DAN-G,1
Vorinostat,PF-4708671,EVSA-T,0
Palbociclib,SB216763,MDA-MB-157,0
Sapitinib,PF-4708671,HCC2218,0
Pictilisib,Tozasertib,Hs-578-T,0
Palbociclib,MK-1775,YAPC,0
OSI-027,Crizotinib,HCC1395,0
Pictilisib,Sapitinib,HCC1419,0
AZD7762,Venetoclax,CAL-148,0
Pictilisib,AZD6482,CAL-85-1,0
MK-1775,Paclitaxel,PANC-10-05,0
Paclitaxel,Lapatinib,YAPC,0
OSI-027,Sorafenib,MDA-MB-330,0
Pictilisib,Ribociclib,MDA-MB-453,0
LGK974,Afatinib,C2BBe1,0
OSI-027,Afatinib,MDA-MB-175-VII,0
Palbociclib,Paclitaxel,SW1990,0
Sapitinib,AZD8055,HCC1143,0
Trametinib,Lapatinib,OCUB-M,0
PD173074,Tozasertib,HCC38,0
BMS-754807,Camptothecin,HCT-15,0
LGK974,Dactolisib,CFPAC-1,0
Palbociclib,Sapitinib,HCT-15,0
Trametinib,Vorinostat,MDA-MB-157,0
AZD7762,ZM447439,T47D,0
Navitoclax,Docetaxel,JIMT-1,0
Palbociclib,Lapatinib,PANC-08-13,0
Crizotinib,Docetaxel,HCC1428,0
Navitoclax,Alisertib,HCC1937,1
Vorinostat,Uprosertib,DU-4475,1
Irinotecan,Crizotinib,BxPC-3,0
Pictilisib,PD173074,BT-474,0
Afatinib,MK-1775,LoVo,0
LGK974,Galunisertib,PA-TU-8988T,0
OSI-027,PD173074,MFM-223,0
Irinotecan,Olaparib,PANC-10-05,0
Bortezomib,Doramapimod,CAL-120,0
SB505124,AZD8055,SW948,0
Palbociclib,AZD7762,CAL-51,0
Lapatinib,Paclitaxel,CAL-51,0
Navitoclax,MK-1775,HCC1395,0
Vorinostat,Trametinib,MDA-MB-468,0
Sorafenib,LGK974,CAPAN-1,0
Olaparib,Tozasertib,CAMA-1,0
