drug_a,drug_b,cell_line,synergy
SCH772984,MK-2206,SNU-C2B,0
Olaparib,Alpelisib,HCC1395,0
Luminespib,Dabrafenib,MDA-MB-436,0
Bortezomib,SB216763,BT-549,0
Ruxolitinib,MK-1775,HuP-T4,0
Lapatinib,Cisplatin,SUIT-2,0
Linsitinib,Doramapimod,ZR-75-30,0
Luminespib,Docetaxel,ZR-75-1,0
Crizotinib,Camptothecin,LS-411N,0
Vinorelbine,SCH772984,RKO,1
Crizotinib,SB505124,SW948,0
Palbociclib,Taselisib,CAMA-1,0
Navitoclax,Cisplatin,HCC1428,0
Cisplatin,AZD8055,MDA-MB-453,0
Galunisertib,MK-2206,MZ1-PC,0
Oxaliplatin,Linsitinib,COLO-205,0
Crizotinib,Navitoclax,CAPAN-2,0
MK-2206,Olaparib,COLO-205,0
Olaparib,Dasatinib,YAPC,0
Lapatinib,Taselisib,PANC-02-03,0
Vinorelbine,Palbociclib,LS-180,0
MK-2206,MK-1775,YAPC,0
Gemcitabine,Palbociclib,HCC1419,0
Luminespib,KU-55933,HCC1569,0
SCH772984,AZD8055,SW1417,0
Navitoclax,Crizotinib,SUIT-2,0
Palbociclib,Olaparib,BT-549,0
MK-1775,Dabrafenib,HCC1806,0
Navitoclax,Bortezomib,MDA-MB-453,0
Lapatinib,Palbociclib,EVSA-T,0
Linsitinib,Lapatinib,Hs-766T,0
Docetaxel,Dabrafenib,CAMA-1,0
Linsitinib,BI-2536,HCC1143,0
MK-1775,Nilotinib,EFM-19,0
Oxaliplatin,Vinorelbine,LS-180,0
OSI-027,Camptothecin,ZR-75-1,0
Taselisib,SB216763,CaR-1,0
Lapatinib,Gemcitabine,MDA-MB-330,0
Gemcitabine,Taselisib,CAL-148,0
AZD7762,Linsitinib,EFM-192A,0
AZD7762,Dabrafenib,SNU-C5,0
MK-1775,Linsitinib,CL-11,0
Oxaliplatin,Olaparib,HCT-15,0
Palbociclib,Vorinostat,BT-474,0
SCH772984,AZD7762,KP-2,0
MK-1775,Taselisib,YAPC,0
Taselisib,Olaparib,EFM-19,0
Galunisertib,Taselisib,MIA-PaCa-2,0
Crizotinib,AZD7762,GP5d,0
Olaparib,Taselisib,PANC-10-05,0
MK-2206,Linsitinib,HCC1954,0
Vorinostat,BI-2536,JIMT-1,0
Sorafenib,MK-2206,PANC-10-05,0
Temozolomide,Nilotinib,BT-474,0
Olaparib,PF-4708671,HCC70,0
MK-2206,Ruxolitinib,MIA-PaCa-2,0
Galunisertib,MK-2206,MIA-PaCa-2,0
Docetaxel,Nilotinib,HCC38,0
Palbociclib,PF-4708671,BT-549,0
Olaparib,Crizotinib,KP-3,0
Vorinostat,Temozolomide,AU565,0
Vorinostat,SCH772984,MDA-MB-436,0
Olaparib,AZD7762,MRK-nu-1,0
Olaparib,MK-2206,PANC-10-05,0
MK-2206,Lapatinib,JIMT-1,0
MK-1775,Entinostat,HCC1187,0
Linsitinib,Oxaliplatin,SW48,0
Olaparib,GSK269962A,HCC1806,0
Lapatinib,PF-4708671,HCC1937,0
MK-2206,BI-2536,UACC-893,0
Temozolomide,Lapatinib,MDA-MB-436,0
AZD8055,Camptothecin,COLO-678,0
AZD8055,Linsitinib,COLO-320-HSR,0
Luminespib,Olaparib,HDQ-P1,0
Cisplatin,KU-55933,MCF7,0
MK-1775,KU-55933,MDA-MB-157,0
Cisplatin,Oxaliplatin,PANC-04-03,0
Luminespib,SB216763,CAL-148,0
Temozolomide,Lapatinib,HCC1428,0
MK-1775,Galunisertib,PA-TU-8902,0
Olaparib,NU7441,EFM-192A,0
Vorinostat,Docetaxel,HCC202,0
Navitoclax,Palbociclib,Hs-578-T,0
5-Fluorouracil,Taselisib,EFM-19,0
SCH772984,SB505124,SW837,0
Olaparib,SB216763,HCT-15,0
Dasatinib,Linsitinib,KP-4,0
Vorinostat,Wee1 Inhibitor,HCC70,0
Navitoclax,Palbociclib,CAL-85-1,0
Taselisib,Doramapimod,HCC1569,0
MK-1775,AZD7762,MIA-PaCa-2,1
Palbociclib,Gemcitabine,MCF7,0
MK-2206,Galunisertib,PL4,0
Palbociclib,ZM447439,HCC70,0
Temozolomide,Olaparib,HCC1599,0
BMS-754807,SCH772984,SW1116,0
Taselisib,Vinorelbine,HT55,0
Navitoclax,Dabrafenib,SW837,0
Crizotinib,Sorafenib,MDA-MB-453,0
Vorinostat,Linsitinib,MFM-223,0
Gemcitabine,Entinostat,JIMT-1,0
Lapatinib,Luminespib,COLO-824,0
5-Fluorouracil,Crizotinib,CAMA-1,0
Navitoclax,Temozolomide,BT-483,0
Docetaxel,Nilotinib,HDQ-P1,0
Bortezomib,KU-55933,HCC1500,1
MK-1775,Doramapimod,ZR-75-30,0
Bortezomib,Linsitinib,MFM-223,0
Temozolomide,SCH772984,EVSA-T,0
MK-2206,AZD7762,PANC-04-03,0
Cisplatin,AZD7762,Hs-766T,0
Bortezomib,5-Fluorouracil,MDA-MB-175-VII,0
Bortezomib,Camptothecin,UACC-893,0
Lapatinib,BI-2536,JIMT-1,0
Cisplatin,Gemcitabine,HCC1419,0
Dasatinib,MK-1775,HPAC,0
Olaparib,OSI-027,EVSA-T,0
Lapatinib,Tozasertib,HCC1143,0
Taselisib,Olaparib,MDA-MB-330,0
MK-2206,Vinorelbine,SNU-C1,1
MK-1775,Dactolisib,PA-TU-8902,0
SB505124,Dabrafenib,C2BBe1,1
SCH772984,OSI-027,KP-3,0
MK-1775,Camptothecin,COLO-678,0
MK-1775,Tozasertib,BT-549,0
Docetaxel,PF-4708671,HCC38,0
MK-1775,Olaparib,PANC-08-13,0
AZD7762,Axitinib,MDA-MB-330,0
Gemcitabine,Camptothecin,T47D,0
Axitinib,Entinostat,CAL-51,0
Bortezomib,Alpelisib,BT-474,0
MK-2206,Dabrafenib,SNU-C2B,0
Dabrafenib,Linsitinib,HCC2998,0
Ruxolitinib,Navitoclax,PA-TU-8988T,0
Olaparib,NU7441,CAL-148,0
Vinorelbine,Linsitinib,HCC2998,1
Linsitinib,Dasatinib,PA-TU-8988T,1
Olaparib,Linsitinib,BT-549,0
5-Fluorouracil,BI-2536,JIMT-1,0
Crizotinib,Cisplatin,UACC-812,0
Bortezomib,Camptothecin,EFM-19,0
Axitinib,Olaparib,HDQ-P1,0
Linsitinib,Vorinostat,MFM-223,0
AZD7762,Camptothecin,NCI-H747,0
MK-1775,Entinostat,ZR-75-1,0
Docetaxel,Wee1 Inhibitor,HCC1954,0
OSI-027,Wee1 Inhibitor,MDA-MB-468,0
Bortezomib,NU7441,HCC1937,0
Taselisib,Docetaxel,JIMT-1,0
AZD7762,Cisplatin,PANC-02-03,1
Taselisib,5-Fluorouracil,SW837,0
OSI-027,ZM447439,MRK-nu-1,0
SCH772984,AZD8055,KM12,0
Gemcitabine,OSI-027,T47D,0
Olaparib,Taselisib,LoVo,0
Vinorelbine,SB505124,LS-123,0
Crizotinib,Linsitinib,PL4,0
Olaparib,Dabrafenib,AU565,0
AZD7762,NU7441,MDA-MB-436,0
AZD7762,5-Fluorouracil,COLO-205,1
5-Fluorouracil,Lapatinib,PA-TU-8988T,0
Cisplatin,Tozasertib,AU565,0
Palbociclib,Sorafenib,CAL-51,0
AZD4547,Oxaliplatin,KM12,0
AZD7762,NU7441,ZR-75-1,0
SCH772984,Ruxolitinib,BxPC-3,0
MK-1775,Olaparib,SNU-1040,0
AZD7762,Nilotinib,CAL-51,0
Crizotinib,Ruxolitinib,HuP-T3,0
AZD7762,SCH772984,CaR-1,0
Taselisib,Alpelisib,CAL-120,0
Taselisib,MK-2206,SNU-175,0
Taselisib,Oxaliplatin,SNU-C1,0
Temozolomide,Paclitaxel,EFM-19,0
Vorinostat,Dabrafenib,MDA-MB-468,0
MK-2206,Bortezomib,AU565,0
MK-1775,SCH772984,YAPC,0
MK-1775,Crizotinib,BT-483,0
Linsitinib,Entinostat,HCC38,0
Oxaliplatin,Navitoclax,RCM-1,0
SCH772984,AZD4547,DiFi,0
Luminespib,GSK269962A,MFM-223,0
Gemcitabine,Docetaxel,JIMT-1,0
MK-2206,BI-2536,HCC1428,0
Gemcitabine,OSI-027,HPAC,0
Cisplatin,Navitoclax,SW1990,1
MK-2206,Alpelisib,BT-549,0
Oxaliplatin,Dabrafenib,SW948,0
Palbociclib,AZD7762,SK-CO-1,0
Olaparib,Sorafenib,KP-2,0
Luminespib,RO-3306,MDA-MB-436,0
Linsitinib,MK-1775,HCC1954,0
OSI-027,Linsitinib,AsPC-1,1
Cisplatin,Palbociclib,HCC1569,0
Galunisertib,AZD7762,CAPAN-1,0
Docetaxel,Camptothecin,MDA-MB-453,0
Vinorelbine,5-Fluorouracil,SNU-1040,0
Linsitinib,MK-2206,PSN1,0
Luminespib,Paclitaxel,HCC1954,0
AZD8055,BMS-754807,LS-123,0
Luminespib,Wee1 Inhibitor,MDA-MB-175-VII,0
Palbociclib,Dabrafenib,LS-411N,0
Linsitinib,SB505124,SW837,0
Bortezomib,Axitinib,BT-20,0
Navitoclax,AZD4547,HCC2998,0
Oxaliplatin,Navitoclax,Hs-766T,0
Vinorelbine,AZD8055,COLO-205,0
AZD7762,AZD4547,NCI-H716,0
Taselisib,Gemcitabine,CAL-51,0
Crizotinib,Bortezomib,BT-474,0
MK-2206,Paclitaxel,PANC-03-27,0
Linsitinib,Navitoclax,PL4,0
Navitoclax,Axitinib,MDA-MB-415,0
Temozolomide,GSK269962A,EVSA-T,0
MK-1775,Palbociclib,SK-CO-1,0
MK-2206,Palbociclib,ZR-75-1,0
Crizotinib,AZD7762,DiFi,0
5-Fluorouracil,Docetaxel,HCC1937,0
5-Fluorouracil,Temozolomide,DU-4475,0
Lapatinib,5-Fluorouracil,PANC-03-27,0
Olaparib,Navitoclax,MDA-MB-468,0
Ruxolitinib,AZD7762,KP-3,0
5-Fluorouracil,Linsitinib,HCC1428,0
OSI-027,Wee1 Inhibitor,BT-20,0
Vinorelbine,MK-2206,SW620,0
Cisplatin,Paclitaxel,KP-2,0
Docetaxel,Entinostat,HCC2157,0
Taselisib,Luminespib,DU-4475,0
Sorafenib,Taselisib,BxPC-3,0
Docetaxel,RO-3306,CAMA-1,0
Cisplatin,Luminespib,HCC1954,0
Irinotecan,OSI-027,SUIT-2,0
MK-1775,AZD7762,COLO-678,0
OSI-027,5-Fluorouracil,KP-3,0
Olaparib,5-Fluorouracil,PANC-08-13,0
SCH772984,Crizotinib,LoVo,0
Ruxolitinib,Taselisib,KP-4,0
MK-1775,Crizotinib,HCC2218,0
5-Fluorouracil,Navitoclax,HCC1419,0
Lapatinib,Doramapimod,UACC-893,1
Galunisertib,OSI-027,KP-3,0
Dabrafenib,SB216763,SNU-1040,0
MK-1775,Palbociclib,CAPAN-1,0
Gemcitabine,Dabrafenib,HCC1428,0
Gemcitabine,OSI-027,SUIT-2,0
MK-1775,Linsitinib,KM12,1
Paclitaxel,MK-1775,SW1990,0
5-Fluorouracil,Gemcitabine,JIMT-1,0
Linsitinib,SCH772984,NCI-H508,0
SB216763,Navitoclax,HT-29,0
AZD4547,Dabrafenib,RKO,0
Oxaliplatin,Linsitinib,SNU-81,0
Taselisib,Navitoclax,EFM-19,1
Vorinostat,Entinostat,HCC1937,0
Temozolomide,BI-2536,CAL-85-1,0
AZD7762,OSI-027,BT-483,0
Linsitinib,Docetaxel,MFM-223,0
Vorinostat,Paclitaxel,DU-4475,0
Luminespib,RO-3306,AU565,0
Paclitaxel,Oxaliplatin,Hs-766T,0
Palbociclib,Linsitinib,BT-549,0
MK-1775,Paclitaxel,HCC2157,0
Paclitaxel,Crizotinib,CAPAN-2,0
SB505124,Oxaliplatin,SNU-175,0
Gemcitabine,Luminespib,HCC38,0
AZD4547,BMS-754807,LS-513,0
Palbociclib,MK-2206,SW48,1
Oxaliplatin,Galunisertib,PANC-10-05,0
Gemcitabine,5-Fluorouracil,BxPC-3,0
Axitinib,KU-55933,EVSA-T,0
Temozolomide,AZD7762,CAMA-1,0
Navitoclax,NU7441,MDA-MB-415,0
AZD7762,Irinotecan,PA-TU-8902,0
Olaparib,5-Fluorouracil,COLO-320-HSR,0
Taselisib,Dabrafenib,MDA-MB-468,0
Linsitinib,MK-1775,PSN1,0
Gemcitabine,Luminespib,HCC1599,0
Dactolisib,Olaparib,PANC-04-03,0
MK-1775,Galunisertib,BxPC-3,0
AZD7762,NU7441,AU565,0
Olaparib,Cisplatin,Hs-766T,0
Camptothecin,MK-2206,SNU-407,0
Docetaxel,Nilotinib,EFM-192A,0
Irinotecan,Paclitaxel,SU8686,0
MK-2206,Dabrafenib,OCUB-M,0
Oxaliplatin,AZD7762,HuP-T3,0
Linsitinib,Dactolisib,KP-2,0
Palbociclib,Luminespib,HCC70,0
MK-2206,Camptothecin,HCC2218,0
MK-1775,5-Fluorouracil,ZR-75-1,0
Palbociclib,AZD7762,SW620,0
OSI-027,PF-4708671,HDQ-P1,0
AZD8055,Palbociclib,CCK-81,0
Olaparib,Taselisib,C2BBe1,0
Irinotecan,Crizotinib,HuP-T4,0
Navitoclax,Palbociclib,HuP-T3,0
Lapatinib,AZD7762,MDA-MB-436,0
MK-2206,Luminespib,UACC-812,0
Gemcitabine,Temozolomide,CAMA-1,0
Gemcitabine,Vorinostat,JIMT-1,0
5-Fluorouracil,Navitoclax,RKO,1
MK-2206,RO-3306,MDA-MB-453,0
5-Fluorouracil,Sorafenib,KP-1N,0
AZD8055,Palbociclib,RCM-1,0
Vorinostat,AZD7762,ZR-75-1,0
5-Fluorouracil,Navitoclax,SW1463,0
Navitoclax,Lapatinib,HCC1599,0
Luminespib,Docetaxel,T47D,0
MK-1775,5-Fluorouracil,MDA-MB-415,0
Ruxolitinib,Olaparib,PANC-10-05,0
BMS-754807,Linsitinib,HCT-116,0
AZD7762,MK-1775,HCC1569,0
5-Fluorouracil,RO-3306,MDA-MB-231,0
Crizotinib,Cisplatin,HCC1937,0
Temozolomide,Docetaxel,MDA-MB-453,0
Vinorelbine,MK-2206,NCI-H508,0
Oxaliplatin,AZD8055,SNU-1040,0
Cisplatin,Sorafenib,AsPC-1,0
Bortezomib,GSK269962A,MDA-MB-330,0
Luminespib,KU-55933,ZR-75-30,0
AZD7762,BI-2536,DU-4475,0
Lapatinib,Cisplatin,UACC-812,0
Dabrafenib,5-Fluorouracil,HT-29,0
Gemcitabine,SCH772984,HCC2157,0
Lapatinib,MK-1775,KP-3,0
Oxaliplatin,Gemcitabine,SUIT-2,0
OSI-027,KU-55933,MDA-MB-175-VII,0
Docetaxel,Doramapimod,HCC1569,0
AZD8055,Vinorelbine,CaR-1,0
Vinorelbine,AZD4547,LS-513,0
Lapatinib,PF-4708671,MDA-MB-175-VII,0
Taselisib,Olaparib,MCF7,0
MK-1775,SB216763,SNU-C2B,0
Taselisib,SCH772984,PSN1,0
Navitoclax,Doramapimod,UACC-893,0
Vorinostat,MK-2206,HCC1569,0
Taselisib,GSK269962A,T47D,0
Docetaxel,GSK269962A,BT-483,0
MK-1775,SB216763,SK-CO-1,0
Navitoclax,ZM447439,MCF7,0
Palbociclib,Navitoclax,CAL-85-1,0
Axitinib,AZD8055,HCC1599,0
5-Fluorouracil,Taselisib,HCC1954,0
OSI-027,NU7441,HCC2157,0
AZD7762,BMS-754807,KM12,0
OSI-027,MK-2206,CAL-51,1
AZD8055,Palbociclib,SW48,0
Camptothecin,BMS-754807,MDST8,0
Docetaxel,Bortezomib,UACC-893,0
Navitoclax,Axitinib,OCUB-M,0
5-Fluorouracil,AZD4547,LS-123,0
Lapatinib,Paclitaxel,MDA-MB-468,0
Gemcitabine,Sorafenib,HCC1419,0
Gemcitabine,Oxaliplatin,PA-TU-8988T,0
Irinotecan,Dactolisib,KP-2,0
Dabrafenib,MK-1775,SNU-C2B,0
Palbociclib,Gemcitabine,PL4,0
Taselisib,Docetaxel,HCC202,0
Lapatinib,OSI-027,MDA-MB-231,0
5-Fluorouracil,Crizotinib,CAL-51,0
Luminespib,Tozasertib,HCC2218,0
Linsitinib,SCH772984,SW1990,0
Lapatinib,Navitoclax,PANC-04-03,1
AZD7762,OSI-027,OCUB-M,0
Luminespib,GSK269962A,CAMA-1,0
Crizotinib,Docetaxel,DU-4475,0
Temozolomide,Docetaxel,MRK-nu-1,0
5-Fluorouracil,AZD8055,CAL-51,0
Gemcitabine,Taselisib,HCC1395,0
Palbociclib,Oxaliplatin,CFPAC-1,0
Vorinostat,Temozolomide,ZR-75-1,0
Olaparib,AZD8055,HCT-116,0
Cisplatin,Sorafenib,DU-4475,0
Lapatinib,MK-2206,JIMT-1,1
Temozolomide,SB216763,MCF7,0
Gemcitabine,GSK269962A,MDA-MB-468,0
Crizotinib,Taselisib,KM12,0
Crizotinib,Alpelisib,HCC1599,0
5-Fluorouracil,Docetaxel,MFM-223,0
Crizotinib,Taselisib,ZR-75-30,0
Paclitaxel,Taselisib,AsPC-1,0
AZD7762,5-Fluorouracil,CAL-120,0
Taselisib,Irinotecan,AsPC-1,0
Palbociclib,Taselisib,MDA-MB-361,0
BMS-754807,Navitoclax,HCT-116,1
Navitoclax,OSI-027,HCC1954,0
Vorinostat,RO-3306,MDA-MB-468,0
Luminespib,Olaparib,EFM-192A,0
Olaparib,Palbociclib,BT-20,0
Bortezomib,KU-55933,Hs-578-T,0
Cisplatin,MK-1775,SW1990,0
SB216763,Palbociclib,RKO,0
OSI-027,Gemcitabine,KP-4,0
Olaparib,OSI-027,HCC38,0
Bortezomib,AZD8055,BT-20,0
Palbociclib,AZD7762,CW-2,0
Lapatinib,BI-2536,MDA-MB-436,0
Taselisib,Irinotecan,CAPAN-1,0
Lapatinib,Temozolomide,MDA-MB-361,0
Olaparib,Taselisib,HCT-15,0
Cisplatin,Lapatinib,MDA-MB-468,0
OSI-027,NU7441,CAL-120,0
Navitoclax,Palbociclib,HCC1419,0
Palbociclib,SB216763,C2BBe1,0
MK-2206,Oxaliplatin,Hs-766T,0
Crizotinib,SCH772984,KP-1N,0
AZD7762,Taselisib,LS-123,0
Oxaliplatin,SB216763,HT55,0
Palbociclib,KU-55933,EFM-192A,0
Crizotinib,Navitoclax,SNU-C1,0
MK-2206,Vinorelbine,SK-CO-1,0
Cisplatin,Taselisib,EFM-192A,0
Olaparib,Axitinib,HCC1937,0
Luminespib,SCH772984,HCC1937,0
Luminespib,AZD8055,HCC2157,0
Bortezomib,MK-1775,HCC1419,0
OSI-027,Sorafenib,PANC-08-13,0
Palbociclib,Paclitaxel,SU8686,0
Oxaliplatin,Cisplatin,KP-1N,0
Linsitinib,MK-1775,BxPC-3,0
Palbociclib,MK-2206,MRK-nu-1,0
Bortezomib,Crizotinib,HCC38,0
Lapatinib,OSI-027,PANC-02-03,0
OSI-027,Ruxolitinib,CFPAC-1,0
Navitoclax,Crizotinib,SNU-407,0
Axitinib,Alpelisib,HDQ-P1,0
Oxaliplatin,Navitoclax,SU8686,0
Linsitinib,Nilotinib,MDA-MB-453,0
Temozolomide,GSK269962A,MDA-MB-415,0
Paclitaxel,Cisplatin,KP-2,0
MK-1775,MK-2206,BT-483,0
Taselisib,SCH772984,EVSA-T,1
AZD7762,MK-1775,DAN-G,0
MK-1775,AZD7762,COLO-205,1
Gemcitabine,Tozasertib,HCC1937,0
Docetaxel,Entinostat,HCC38,0
Crizotinib,Tozasertib,HCC38,0
Crizotinib,AZD4547,HCT-15,0
Cisplatin,Sorafenib,MDA-MB-361,0
MK-1775,Luminespib,BT-483,0
Bortezomib,Nilotinib,HCC1806,0
Navitoclax,Linsitinib,HT55,0
Bortezomib,NU7441,HCC38,0
Vorinostat,Linsitinib,HCC1187,1
Olaparib,Gemcitabine,PA-TU-8902,0
SB505124,BMS-754807,HT55,0
MK-1775,SB505124,LS-123,0
Bortezomib,PF-4708671,MCF7,0
SB216763,Palbociclib,SW620,0
MK-1775,AZD8055,LS-513,0
Palbociclib,Nilotinib,HCC38,0
Olaparib,Lapatinib,PA-TU-8988T,0
Dactolisib,Irinotecan,MIA-PaCa-2,0
MK-2206,GSK269962A,MRK-nu-1,0
Palbociclib,Axitinib,HCC1806,0
Vorinostat,NU7441,ZR-75-1,0
Oxaliplatin,SCH772984,PSN1,0
Ruxolitinib,OSI-027,MZ1-PC,0
SB216763,MK-1775,SW1116,0
Axitinib,MK-1775,CAMA-1,0
OSI-027,Wee1 Inhibitor,AU565,0
Gemcitabine,Navitoclax,HuP-T4,1
Olaparib,Vorinostat,BT-483,0
Crizotinib,Navitoclax,KP-2,1
Palbociclib,Taselisib,HCC1143,0
Luminespib,KU-55933,HDQ-P1,0
Vorinostat,SCH772984,OCUB-M,1
Bortezomib,Temozolomide,COLO-824,0
Lapatinib,Tozasertib,BT-549,0
Irinotecan,Palbociclib,SU8686,0
5-Fluorouracil,KU-55933,EFM-19,0
Olaparib,MK-2206,HPAC,0
Crizotinib,Sorafenib,HCC70,0
Taselisib,Palbociclib,ZR-75-30,0
Gemcitabine,Tozasertib,AU565,0
AZD7762,Tozasertib,MDA-MB-175-VII,0
Dasatinib,Linsitinib,PA-TU-8988T,1
OSI-027,Entinostat,HCC1143,0
Lapatinib,SB216763,EFM-192A,0
Axitinib,5-Fluorouracil,HCC1569,0
BMS-754807,AZD7762,MDST8,0
SB505124,Crizotinib,SNU-1040,0
SB216763,Taselisib,LS-411N,0
Docetaxel,AZD7762,HCC1500,0
OSI-027,NU7441,HCC1428,0
BMS-754807,Camptothecin,SW1463,0
Taselisib,AZD7762,PANC-03-27,0
Palbociclib,Sorafenib,EFM-192A,0
5-Fluorouracil,ZM447439,HCC1937,0
Temozolomide,SCH772984,BT-20,0
Paclitaxel,Crizotinib,CAPAN-1,0
Vorinostat,AZD7762,CAL-148,0
OSI-027,AZD7762,CAL-85-1,0
Olaparib,Camptothecin,MDA-MB-436,0
Taselisib,AZD8055,MRK-nu-1,0
MK-1775,MK-2206,HCC1419,0
5-Fluorouracil,Doramapimod,CAL-148,0
MK-1775,Dabrafenib,HCC1500,0
SCH772984,Taselisib,AsPC-1,0
Dactolisib,MK-1775,PA-TU-8902,0
Linsitinib,MK-1775,SUIT-2,0
Lapatinib,Cisplatin,EFM-19,0
Linsitinib,NU7441,MDA-MB-436,0
5-Fluorouracil,Galunisertib,PA-TU-8988T,0
Navitoclax,Camptothecin,GP5d,0
MK-2206,Sorafenib,CAPAN-2,0
Palbociclib,Cisplatin,T47D,0
Docetaxel,Camptothecin,BT-474,0
Luminespib,Palbociclib,HCC2157,0
Olaparib,Oxaliplatin,DAN-G,0
Olaparib,Docetaxel,HCC1187,0
Lapatinib,Sorafenib,HDQ-P1,0
Navitoclax,Taselisib,HuP-T3,0
Paclitaxel,Galunisertib,PANC-10-05,0
Oxaliplatin,Galunisertib,PANC-03-27,0
SB505124,Navitoclax,SNU-C1,0
Luminespib,ZM447439,MRK-nu-1,0
MK-1775,MK-2206,PANC-03-27,0
Linsitinib,Palbociclib,SW837,0
Irinotecan,Paclitaxel,PSN1,0
5-Fluorouracil,AZD7762,HCC38,0
Palbociclib,Sorafenib,HDQ-P1,0
SB505124,Palbociclib,RKO,0
AZD7762,SB216763,SK-CO-1,0
MK-1775,Oxaliplatin,SNU-175,0
Temozolomide,Paclitaxel,CAL-120,0
OSI-027,Docetaxel,HDQ-P1,0
AZD7762,NU7441,HCC2157,0
Taselisib,Gemcitabine,HCC1806,0
Linsitinib,Gemcitabine,AU565,0
5-Fluorouracil,OSI-027,MDA-MB-453,0
MK-2206,Entinostat,HCC1395,0
5-Fluorouracil,Dasatinib,SW1990,0
MK-2206,Galunisertib,DAN-G,0
MK-2206,SB216763,MDA-MB-361,0
5-Fluorouracil,SCH772984,HDQ-P1,0
SCH772984,AZD7762,LoVo,0
Paclitaxel,SCH772984,HuP-T4,0
BMS-754807,AZD7762,GP5d,0
Luminespib,RO-3306,EVSA-T,0
Lapatinib,Cisplatin,ZR-75-1,0
Docetaxel,OSI-027,JIMT-1,0
Oxaliplatin,Dactolisib,KP-2,0
Olaparib,Sorafenib,KP-3,0
Luminespib,Bortezomib,JIMT-1,0
5-Fluorouracil,Taselisib,CAL-85-1,0
Oxaliplatin,SB505124,CCK-81,1
Crizotinib,Vinorelbine,SNU-1040,0
Docetaxel,Camptothecin,HCC1937,0
Axitinib,RO-3306,OCUB-M,0
MK-1775,Nilotinib,BT-549,0
5-Fluorouracil,Vorinostat,MCF7,0
Taselisib,AZD7762,SNU-C2B,0
AZD7762,MK-1775,EFM-19,0
AZD7762,Crizotinib,HCC2157,0
Cisplatin,Luminespib,HCC1143,0
Olaparib,Taselisib,NCI-H716,0
Docetaxel,ZM447439,MDA-MB-415,0
Crizotinib,Galunisertib,PL4,0
MK-1775,Bortezomib,CAL-120,0
5-Fluorouracil,Temozolomide,ZR-75-30,0
Taselisib,Navitoclax,EVSA-T,0
OSI-027,Entinostat,MFM-223,0
Crizotinib,Sorafenib,CAPAN-1,0
Taselisib,Olaparib,KM12,0
Linsitinib,Cisplatin,T47D,0
Gemcitabine,Linsitinib,PANC-08-13,0
MK-1775,Oxaliplatin,T84,0
Palbociclib,Galunisertib,PA-TU-8988T,0
Crizotinib,Doramapimod,HCC70,0
Cisplatin,Lapatinib,CFPAC-1,0
Olaparib,Nilotinib,HCC1599,0
MK-2206,SCH772984,BT-20,0
5-Fluorouracil,MK-1775,RCM-1,0
Camptothecin,Olaparib,NCI-H508,0
Olaparib,Palbociclib,SW1116,0
Navitoclax,Docetaxel,HCC202,0
5-Fluorouracil,Palbociclib,LS-411N,0
Palbociclib,Tozasertib,EFM-192A,0
Taselisib,AZD8055,HT55,0
Temozolomide,NU7441,CAMA-1,0
Luminespib,Doramapimod,CAL-51,0
Taselisib,Linsitinib,PA-TU-8988T,0
Taselisib,Dactolisib,SUIT-2,0
Gemcitabine,Luminespib,MDA-MB-330,0
AZD8055,Vinorelbine,HT-29,0
Palbociclib,NU7441,BT-474,0
Palbociclib,Irinotecan,Hs-766T,0
AZD8055,Camptothecin,LS-123,0
Olaparib,Wee1 Inhibitor,HCC1143,0
Olaparib,Temozolomide,HCC1569,0
Crizotinib,MK-1775,HT55,0
Navitoclax,MK-2206,HCC1187,0
5-Fluorouracil,KU-55933,BT-20,0
SB216763,Taselisib,LS-180,0
Axitinib,Lapatinib,AU565,0
MK-1775,Dabrafenib,DU-4475,0
Palbociclib,ZM447439,BT-20,0
AZD4547,SB216763,SW1116,0
Cisplatin,SCH772984,KP-2,0
Linsitinib,Oxaliplatin,SNU-81,0
Vorinostat,AZD7762,MDA-MB-330,0
AZD7762,Linsitinib,CL-11,0
Bortezomib,Lapatinib,HCC1937,0
Olaparib,Crizotinib,OCUB-M,0
Dactolisib,Ruxolitinib,SUIT-2,0
Linsitinib,Ruxolitinib,PA-TU-8902,0
Gemcitabine,Linsitinib,MDA-MB-231,0
Cisplatin,RO-3306,HCC1143,0
Cisplatin,Irinotecan,KP-1N,0
Linsitinib,Docetaxel,HCC1187,0
Paclitaxel,Dactolisib,MZ1-PC,0
MK-1775,Vinorelbine,RCM-1,0
Bortezomib,ZM447439,COLO-824,0
Taselisib,Palbociclib,CAL-120,0
Dabrafenib,Oxaliplatin,SNU-C2B,0
OSI-027,RO-3306,Hs-578-T,0
Olaparib,Paclitaxel,PANC-04-03,0
SB216763,Camptothecin,SW1417,0
AZD7762,5-Fluorouracil,SUIT-2,0
Docetaxel,Olaparib,BT-483,0
Temozolomide,SB216763,ZR-75-1,0
Olaparib,AZD4547,C2BBe1,0
BMS-754807,Crizotinib,LS-123,0
OSI-027,Luminespib,CAL-120,0
Axitinib,KU-55933,UACC-893,0
SCH772984,Sorafenib,PANC-02-03,0
Navitoclax,Vorinostat,MDA-MB-468,0
Dabrafenib,SB216763,SW1116,0
Navitoclax,Sorafenib,HCC2157,0
Bortezomib,Sorafenib,JIMT-1,0
OSI-027,Dactolisib,DAN-G,0
