drug_a,drug_b,cell_line,synergy
Bortezomib,Ribociclib,BT-20,0
Docetaxel,Alisertib,EFM-192A,0
Axitinib,SB216763,HCC1187,0
Luminespib,Trametinib,CAMA-1,0
PD173074,JQ1,EFM-19,1
5-Fluorouracil,Docetaxel,MDA-MB-453,0
SCH772984,Cisplatin,KP-2,0
Oxaliplatin,SB505124,KM12,0
Trametinib,Gemcitabine,HDQ-P1,0
MK-1775,Cisplatin,KP-2,0
5-Fluorouracil,Pictilisib,CAL-120,0
5-Fluorouracil,Ruxolitinib,BxPC-3,0
Pictilisib,GSK269962A,HDQ-P1,0
Vorinostat,MK-2206,CAL-120,0
MK-1775,Alisertib,CAL-51,1
PD173074,Afatinib,ZR-75-30,0
Navitoclax,Trametinib,SW1417,0
AZD7762,Sapitinib,BT-483,0
Cisplatin,Linsitinib,BT-474,0
5-Fluorouracil,AZD7762,HCC202,0
5-Fluorouracil,Tozasertib,EFM-19,0
Luminespib,Linsitinib,HCC1143,0
OSI-027,Lapatinib,DU-4475,0
Vorinostat,Pictilisib,BT-20,0
OSI-027,Navitoclax,CFPAC-1,0
Erlotinib,Ruxolitinib,SW1990,0
Docetaxel,PD173074,BT-474,0
MK-2206,Dasatinib,KP-3,0
Trametinib,Nilotinib,HCC1419,0
Pictilisib,Trametinib,HCC1419,0
5-Fluorouracil,Navitoclax,COLO-205,0
LGK974,Dabrafenib,NCI-H508,0
Trametinib,RO-3306,HCC1187,0
Lapatinib,PF-4708671,HCC1954,0
SCH772984,MK-1775,HPAC,0
Lapatinib,SCH772984,HPAC,1
Luminespib,BI-2536,AU565,0
MK-1775,Gemcitabine,JIMT-1,1
Pictilisib,Sapitinib,COLO-824,0
SB216763,Navitoclax,LS-411N,0
PD173074,Wee1 Inhibitor,OCUB-M,0
Trametinib,Sapitinib,SNU-C2B,0
Axitinib,GSK269962A,EFM-19,0
OSI-027,Afatinib,UACC-893,0
Sapitinib,Oxaliplatin,SNU-81,0
Ruxolitinib,SCH772984,KP-1N,0
5-Fluorouracil,GSK269962A,MRK-nu-1,0
Cisplatin,Tozasertib,HCC2157,0
Luminespib,Gemcitabine,MDA-MB-436,0
Taselisib,Afatinib,SW948,0
Luminespib,Alisertib,MDA-MB-468,0
Bortezomib,Venetoclax,Hs-578-T,1
Taselisib,Vorinostat,CAL-85-1,0
PD173074,Sapitinib,HCC1937,0
Bortezomib,Afatinib,ZR-75-30,0
Gemcitabine,PD173074,HCC1395,0
Gemcitabine,Ribociclib,T47D,0
Axitinib,RO-3306,DU-4475,0
MK-1775,MK-2206,BxPC-3,0
Gemcitabine,MK-2206,MDA-MB-436,0
OSI-027,Paclitaxel,HuP-T4,0
AZD7762,Trametinib,COLO-205,0
Oxaliplatin,Linsitinib,HT55,0
Gemcitabine,Sapitinib,HCC1419,0
5-Fluorouracil,Vorinostat,HCC202,0
Dactolisib,AZD7762,CAPAN-1,0
Gemcitabine,Paclitaxel,SW1990,0
PD173074,Tozasertib,EVSA-T,1
MK-1775,Bortezomib,HCC1954,0
Linsitinib,Axitinib,DU-4475,0
Navitoclax,SCH772984,SNU-C2B,0
Bortezomib,Nilotinib,MDA-MB-231,0
Vinorelbine,SB505124,SNU-C5,0
Paclitaxel,AZD7762,SU8686,0
OSI-027,Wee1 Inhibitor,MDA-MB-157,0
Afatinib,Navitoclax,SW1116,0
Irinotecan,AZD7762,SUIT-2,0
MK-2206,SB216763,SNU-175,0
Pictilisib,Docetaxel,MDA-MB-436,0
Axitinib,Uprosertib,EFM-19,0
Sapitinib,Ribociclib,BT-549,0
Lapatinib,Wee1 Inhibitor,HCC38,0
Trametinib,MK-1775,KP-2,0
Irinotecan,Linsitinib,DAN-G,0
Oxaliplatin,Navitoclax,SW48,1
5-Fluorouracil,Vinorelbine,NCI-H747,0
Trametinib,Bortezomib,BT-20,0
MK-2206,Wee1 Inhibitor,HCC1395,0
Afatinib,Dabrafenib,SNU-C1,0
Lapatinib,5-Fluorouracil,CAMA-1,0
Cisplatin,PD173074,EFM-192A,0
MK-2206,MK-1775,SW948,0
Gemcitabine,Wee1 Inhibitor,MFM-223,0
Navitoclax,Venetoclax,HCC1419,0
AZD7762,SB216763,SW948,0
MK-2206,Lapatinib,BxPC-3,1
Sapitinib,Paclitaxel,HCC70,0
Linsitinib,Tozasertib,UACC-893,0
AZD7762,Lapatinib,HPAC,0
MK-2206,Trametinib,MRK-nu-1,0
SCH772984,Afatinib,T84,0
Bortezomib,Afatinib,HCC2218,0
Lapatinib,AZD7762,MZ1-PC,0
Linsitinib,Trametinib,CL-11,0
5-Fluorouracil,RO-3306,JIMT-1,0
MK-1775,Pictilisib,CAL-120,0
SB216763,Vinorelbine,SNU-C5,0
MK-2206,Afatinib,SW948,0
Docetaxel,Cisplatin,CAL-51,0
Paclitaxel,MK-2206,HPAC,0
Navitoclax,AZD7762,CAL-51,0
LGK974,Linsitinib,GP5d,0
Sapitinib,AZD6482,EFM-19,0
Cisplatin,Linsitinib,MRK-nu-1,0
Linsitinib,Bortezomib,MDA-MB-468,0
MK-2206,KU-55933,HCC1569,0
Docetaxel,Luminespib,T47D,0
Cisplatin,Navitoclax,CAL-85-1,0
5-Fluorouracil,Dasatinib,KP-3,0
LGK974,Taselisib,SNU-C5,0
Lapatinib,PF-4708671,HCC2218,0
Oxaliplatin,SB505124,HCC2998,0
Trametinib,MK-1775,MDA-MB-175-VII,0
Lapatinib,KU-55933,HCC70,0
Vinorelbine,Navitoclax,MDST8,1
Linsitinib,Sapitinib,SW1116,0
Sapitinib,OSI-027,MCF7,0
Sapitinib,AZD7762,CL-11,0
Docetaxel,AZD6482,HCC38,0
Navitoclax,PF-4708671,MDA-MB-453,0
Irinotecan,SCH772984,DAN-G,0
MK-2206,SB216763,COLO-824,0
Bortezomib,OSI-027,HCC1599,0
Docetaxel,Bortezomib,BT-474,0
Oxaliplatin,Linsitinib,SW1116,1
Axitinib,AZD7762,UACC-812,0
MK-1775,Vorinostat,CAL-51,0
SB505124,Vinorelbine,RKO,0
MK-2206,Lapatinib,ZR-75-30,0
Gemcitabine,Erlotinib,KP-2,0
5-Fluorouracil,Luminespib,JIMT-1,0
Navitoclax,ZM447439,EFM-19,1
5-Fluorouracil,Ribociclib,MDA-MB-157,0
Docetaxel,Entinostat,CAL-148,0
Gemcitabine,Ruxolitinib,SU8686,0
MK-2206,Alisertib,HCC70,0
AZD7762,Bortezomib,HCC1599,0
Oxaliplatin,Cisplatin,PANC-08-13,0
MK-1775,Trametinib,COLO-678,0
Trametinib,LGK974,HCT-116,1
Sapitinib,Bortezomib,BT-474,0
Docetaxel,Nilotinib,HCC1143,0
Lapatinib,MK-1775,CAL-85-1,0
Vorinostat,Uprosertib,EFM-19,0
OSI-027,Paclitaxel,MDA-MB-175-VII,0
Irinotecan,LGK974,PANC-03-27,0
Gemcitabine,Navitoclax,PANC-03-27,1
Linsitinib,5-Fluorouracil,ZR-75-1,0
Sapitinib,Linsitinib,BT-483,0
Navitoclax,MK-1775,HPAC,0
Lapatinib,Alisertib,BT-483,0
Lapatinib,Cisplatin,HCC1599,0
Oxaliplatin,SB216763,SW1463,0
OSI-027,Nilotinib,BT-483,0
Trametinib,5-Fluorouracil,BT-483,0
AZD7762,Dasatinib,HuP-T4,0
SCH772984,Lapatinib,PA-TU-8988T,0
Lapatinib,Wee1 Inhibitor,MDA-MB-453,0
Docetaxel,NU7441,CAL-120,0
5-Fluorouracil,Ribociclib,CAMA-1,0
Sapitinib,Trametinib,NCI-H747,0
Vorinostat,GSK269962A,JIMT-1,0
Trametinib,SB216763,HCC1954,0
5-Fluorouracil,BI-2536,MCF7,0
SCH772984,Navitoclax,COLO-678,0
SB505124,Sapitinib,COLO-205,0
Irinotecan,Oxaliplatin,MIA-PaCa-2,0
MK-2206,Axitinib,EFM-192A,0
PD173074,Trametinib,HCC1937,0
Taselisib,Irinotecan,BxPC-3,0
Cisplatin,Gemcitabine,MRK-nu-1,0
Cisplatin,Uprosertib,HCC1187,0
Vorinostat,Luminespib,EVSA-T,0
Taselisib,LGK974,MZ1-PC,0
Cisplatin,MK-1775,ZR-75-30,0
5-Fluorouracil,MK-1775,HT-29,0
Cisplatin,GSK269962A,HCC1599,0
OSI-027,GSK269962A,HCC1500,0
Pictilisib,KU-55933,CAL-120,0
Trametinib,Uprosertib,CAL-148,0
Cisplatin,Afatinib,HCC1937,0
PD173074,ZM447439,HCC1806,0
AZD7762,Ribociclib,HDQ-P1,0
Afatinib,LGK974,CW-2,0
Cisplatin,Oxaliplatin,KP-3,0
Vorinostat,MK-2206,BT-474,0
Lapatinib,GSK269962A,HCC1599,0
MK-2206,Ribociclib,OCUB-M,0
MK-1775,SB505124,CaR-1,0
Vinorelbine,Dabrafenib,SW620,0
Vorinostat,Gemcitabine,MDA-MB-468,0
Cisplatin,Alisertib,MDA-MB-436,0
Pictilisib,Vorinostat,HCC1954,1
5-Fluorouracil,Axitinib,MFM-223,0
Navitoclax,Docetaxel,OCUB-M,0
OSI-027,Ribociclib,BT-549,0
Docetaxel,Axitinib,CAL-120,0
MK-2206,Docetaxel,HCC70,0
5-Fluorouracil,OSI-027,HCC1599,0
Axitinib,Alisertib,HCC1937,0
Navitoclax,PD173074,MFM-223,1
5-Fluorouracil,SB216763,COLO-320-HSR,0
Trametinib,AZD7762,HCT-116,1
AZD7762,Ribociclib,OCUB-M,0
LGK974,Vinorelbine,SW1417,0
Sapitinib,Afatinib,CW-2,0
Dabrafenib,AZD7762,T84,0
Axitinib,Dabrafenib,DU-4475,0
Bortezomib,ZM447439,BT-474,0
Linsitinib,Docetaxel,EFM-192A,0
Bortezomib,OSI-027,CAL-85-1,0
Trametinib,Wee1 Inhibitor,EFM-192A,0
Gemcitabine,Entinostat,ZR-75-1,0
Gemcitabine,JQ1,CAMA-1,0
AZD7762,Ribociclib,Hs-578-T,0
Axitinib,Navitoclax,BT-549,0
Linsitinib,Pictilisib,BT-549,0
5-Fluorouracil,Taselisib,SNU-C1,0
Navitoclax,5-Fluorouracil,HCC1599,0
Sapitinib,JQ1,MDA-MB-453,0
MK-2206,AZD6482,CAMA-1,1
Axitinib,5-Fluorouracil,MDA-MB-468,0
Dasatinib,Dactolisib,CAPAN-1,0
Sapitinib,AZD7762,COLO-320-HSR,0
Cisplatin,Dactolisib,PANC-04-03,0
Erlotinib,Gemcitabine,DAN-G,0
Linsitinib,MK-2206,PANC-03-27,0
Sapitinib,MK-2206,EFM-19,0
Trametinib,NU7441,CAL-148,0
Cisplatin,Dabrafenib,BT-474,0
Oxaliplatin,5-Fluorouracil,AsPC-1,0
Gemcitabine,Trametinib,HCC1395,0
Vinorelbine,Dabrafenib,HCC2998,0
AZD7762,SB505124,LS-411N,0
Cisplatin,MK-2206,ZR-75-30,0
Bortezomib,Nilotinib,HCC70,1
Navitoclax,AZD7762,HCC2998,0
Trametinib,Ribociclib,HCC38,0
Lapatinib,Cisplatin,MDA-MB-175-VII,0
MK-2206,Dabrafenib,MDA-MB-453,1
OSI-027,Trametinib,BT-20,0
AZD7762,Oxaliplatin,KP-3,0
LGK974,SB216763,SW948,0
Taselisib,Docetaxel,EFM-192A,0
Ruxolitinib,MK-2206,PANC-02-03,0
Bortezomib,NU7441,MFM-223,1
Trametinib,BI-2536,OCUB-M,0
Irinotecan,AZD7762,KP-2,0
Pictilisib,ZM447439,HDQ-P1,0
5-Fluorouracil,Trametinib,CFPAC-1,0
Navitoclax,5-Fluorouracil,SW1990,1
Pictilisib,Taselisib,EVSA-T,0
Sapitinib,Vorinostat,BT-20,0
MK-1775,AZD7762,HPAC,1
Docetaxel,5-Fluorouracil,HCC70,0
5-Fluorouracil,Paclitaxel,CAL-148,0
Afatinib,SB216763,SNU-C2B,0
5-Fluorouracil,SB216763,CAL-148,0
Linsitinib,Taselisib,PANC-03-27,0
SCH772984,Oxaliplatin,PA-TU-8988T,0
Vorinostat,ZM447439,HCC1500,0
MK-2206,ZM447439,MDA-MB-175-VII,0
MK-2206,Paclitaxel,HuP-T4,1
Sapitinib,AZD6482,T47D,0
Bortezomib,Tozasertib,CAL-51,0
5-Fluorouracil,Paclitaxel,ZR-75-1,0
Bortezomib,KU-55933,HCC1395,0
Dabrafenib,MK-1775,COLO-678,0
Taselisib,SB216763,COLO-320-HSR,0
Cisplatin,Dasatinib,Hs-766T,0
Bortezomib,Sapitinib,ZR-75-1,0
Axitinib,GSK269962A,MCF7,0
PD173074,Tozasertib,EFM-192A,0
Gemcitabine,MK-1775,EVSA-T,0
Linsitinib,BI-2536,MDA-MB-231,0
MK-2206,JQ1,MDA-MB-175-VII,0
Vorinostat,OSI-027,MDA-MB-415,0
Gemcitabine,Lapatinib,HuP-T4,1
Oxaliplatin,SCH772984,KP-2,0
Luminespib,Wee1 Inhibitor,HCC2157,0
Oxaliplatin,Dabrafenib,HT55,0
Linsitinib,Navitoclax,SNU-81,0
Pictilisib,Afatinib,EFM-19,0
AZD7762,Paclitaxel,CAL-51,0
Gemcitabine,Sapitinib,HCC1187,0
Luminespib,Gemcitabine,MFM-223,0
Cisplatin,Taselisib,DU-4475,0
Sapitinib,Taselisib,MDA-MB-157,0
Linsitinib,Luminespib,T47D,0
Axitinib,Cisplatin,HCC1419,0
Trametinib,SCH772984,MRK-nu-1,0
Gemcitabine,5-Fluorouracil,MDA-MB-415,0
5-Fluorouracil,AZD7762,HCC1187,1
Linsitinib,MK-2206,T47D,0
Trametinib,Alisertib,HCC1937,0
AZD7762,SB216763,SNU-81,0
5-Fluorouracil,NU7441,MCF7,0
SB216763,AZD7762,MDST8,0
5-Fluorouracil,Oxaliplatin,HCT-116,0
Lapatinib,Sapitinib,MRK-nu-1,0
Vorinostat,GSK269962A,EFM-192A,0
Vorinostat,Afatinib,MDA-MB-231,0
SCH772984,Dabrafenib,DiFi,1
Docetaxel,Cisplatin,ZR-75-30,0
Navitoclax,Ribociclib,COLO-824,1
AZD7762,RO-3306,ZR-75-30,0
MK-2206,Cisplatin,HCC1954,0
PD173074,GSK269962A,HCC1187,0
MK-1775,Docetaxel,HCC1187,0
Dasatinib,Dactolisib,Hs-766T,0
5-Fluorouracil,Venetoclax,CAL-120,0
SB505124,Navitoclax,NCI-H716,0
5-Fluorouracil,Dabrafenib,HCC2998,0
OSI-027,MK-2206,PANC-08-13,0
Cisplatin,PF-4708671,CAL-148,0
Sapitinib,Linsitinib,CW-2,0
Sapitinib,OSI-027,BT-483,0
5-Fluorouracil,Linsitinib,HCC1419,0
Docetaxel,MK-2206,BT-549,0
Dabrafenib,Afatinib,SNU-C2B,0
Linsitinib,MK-2206,SW1116,0
5-Fluorouracil,Axitinib,UACC-893,0
MK-1775,Cisplatin,PSN1,0
5-Fluorouracil,SB505124,DiFi,0
Sapitinib,Pictilisib,CAMA-1,0
Taselisib,Dasatinib,PANC-02-03,1
Bortezomib,SCH772984,BT-483,0
5-Fluorouracil,MK-2206,UACC-893,0
Navitoclax,Linsitinib,SNU-81,0
Gemcitabine,Entinostat,OCUB-M,0
OSI-027,5-Fluorouracil,JIMT-1,0
Pictilisib,Luminespib,HCC38,0
Lapatinib,MK-1775,HCC1806,0
Bortezomib,JQ1,MDA-MB-157,0
LGK974,Trametinib,CFPAC-1,0
Luminespib,Navitoclax,HCC1395,0
PD173074,PF-4708671,HCC70,0
Trametinib,Cisplatin,T47D,0
Cisplatin,Tozasertib,MDA-MB-468,0
MK-1775,Cisplatin,HCC1419,0
Trametinib,Linsitinib,EFM-192A,0
Taselisib,Vorinostat,HCC1395,0
AZD7762,Nilotinib,BT-549,0
Linsitinib,RO-3306,AU565,0
OSI-027,Ruxolitinib,SU8686,0
Taselisib,Sapitinib,OCUB-M,0
Vorinostat,AZD6482,HCC1187,0
Lapatinib,5-Fluorouracil,KP-1N,0
Taselisib,Tozasertib,HCC2218,0
Gemcitabine,Afatinib,HCC1937,0
Pictilisib,Venetoclax,MDA-MB-175-VII,0
Navitoclax,Alisertib,MCF7,1
MK-2206,Dabrafenib,JIMT-1,0
PD173074,GSK269962A,COLO-824,0
Vorinostat,MK-1775,OCUB-M,0
5-Fluorouracil,Cisplatin,HuP-T4,0
Trametinib,Linsitinib,HuP-T4,1
Taselisib,MK-2206,MDA-MB-231,0
OSI-027,Wee1 Inhibitor,CAL-120,0
5-Fluorouracil,Afatinib,HCC1954,0
Lapatinib,Pictilisib,EFM-192A,0
OSI-027,Tozasertib,HCC38,0
Vorinostat,Wee1 Inhibitor,HCC1937,0
Lapatinib,Taselisib,COLO-824,0
Erlotinib,OSI-027,PANC-10-05,0
Luminespib,Venetoclax,HCC1187,0
MK-1775,Navitoclax,AU565,0
Bortezomib,Cisplatin,CAMA-1,0
PD173074,Entinostat,HCC1806,0
MK-2206,Irinotecan,CAPAN-2,0
Gemcitabine,Linsitinib,MRK-nu-1,1
PD173074,Gemcitabine,MDA-MB-453,0
5-Fluorouracil,Trametinib,MDA-MB-453,0
5-Fluorouracil,AZD7762,DU-4475,1
Navitoclax,Tozasertib,MDA-MB-175-VII,1
Sapitinib,JQ1,BT-20,0
5-Fluorouracil,BI-2536,EFM-19,0
MK-1775,Trametinib,Hs-766T,0
Lapatinib,Taselisib,CAL-148,0
Cisplatin,BI-2536,CAL-120,0
Gemcitabine,Ribociclib,HCC1428,0
Pictilisib,MK-1775,MRK-nu-1,0
Pictilisib,AZD6482,HCC1395,0
Taselisib,5-Fluorouracil,PANC-04-03,0
5-Fluorouracil,Tozasertib,MDA-MB-415,0
Gemcitabine,Docetaxel,MRK-nu-1,0
Trametinib,PD173074,OCUB-M,0
Erlotinib,Dasatinib,PA-TU-8988T,0
Axitinib,JQ1,EFM-19,0
Linsitinib,AZD7762,HCC70,0
5-Fluorouracil,AZD6482,BT-20,0
Taselisib,Linsitinib,CCK-81,0
MK-1775,Lapatinib,SUIT-2,0
Lapatinib,MK-1775,HDQ-P1,0
MK-2206,Trametinib,RKO,1
Navitoclax,SB216763,HT-115,1
Pictilisib,BI-2536,CAL-85-1,0
Trametinib,Afatinib,BT-483,0
5-Fluorouracil,Luminespib,HCC2218,0
Trametinib,AZD7762,DAN-G,0
Lapatinib,Wee1 Inhibitor,MFM-223,0
Dactolisib,5-Fluorouracil,MZ1-PC,0
AZD7762,MK-2206,HDQ-P1,0
Irinotecan,Oxaliplatin,PSN1,0
MK-2206,SCH772984,HCC1187,0
Linsitinib,GSK269962A,HCC1187,0
Lapatinib,Nilotinib,MDA-MB-468,0
AZD7762,Navitoclax,AU565,0
PD173074,AZD6482,T47D,0
Vorinostat,Sapitinib,HCC38,0
LGK974,Navitoclax,AsPC-1,0
MK-1775,Linsitinib,HDQ-P1,0
AZD7762,JQ1,EFM-192A,0
AZD7762,Cisplatin,CAMA-1,0
AZD7762,MK-1775,HCC1806,0
MK-1775,Navitoclax,MDA-MB-415,0
SB216763,MK-1775,SW1463,0
Pictilisib,Afatinib,ZR-75-1,0
Axitinib,KU-55933,EFM-19,0
Pictilisib,PF-4708671,BT-474,0
Taselisib,Afatinib,LS-411N,0
Cisplatin,Paclitaxel,HDQ-P1,0
OSI-027,Lapatinib,HCC1419,0
PD173074,NU7441,MDA-MB-175-VII,0
SB505124,SCH772984,COLO-320-HSR,0
Oxaliplatin,SCH772984,CAPAN-1,0
Pictilisib,Luminespib,MDA-MB-436,0
LGK974,AZD7762,AsPC-1,0
Vorinostat,Axitinib,HCC38,0
Irinotecan,Paclitaxel,PA-TU-8902,0
Linsitinib,Bortezomib,HCC2157,0
Dactolisib,Taselisib,PSN1,0
AZD7762,AZD6482,EVSA-T,0
Afatinib,SB216763,SK-CO-1,0
Taselisib,SB216763,LS-123,0
SCH772984,Dasatinib,CFPAC-1,1
Docetaxel,Vorinostat,BT-549,0
Ruxolitinib,Irinotecan,CAPAN-1,0
MK-1775,Entinostat,Hs-578-T,0
Linsitinib,5-Fluorouracil,HPAC,0
Cisplatin,Venetoclax,MDA-MB-453,0
5-Fluorouracil,LGK974,HT-29,0
Navitoclax,Nilotinib,HCC1500,1
MK-2206,PD173074,COLO-824,0
OSI-027,Trametinib,HPAC,0
MK-2206,KU-55933,AU565,0
5-Fluorouracil,Bortezomib,HCC2218,0
AZD7762,Linsitinib,RKO,0
OSI-027,Dabrafenib,BT-549,0
Taselisib,MK-2206,MDA-MB-415,0
Oxaliplatin,Sapitinib,HCT-116,0
Trametinib,Docetaxel,HCC2218,0
AZD7762,MK-2206,T47D,0
LGK974,Linsitinib,HT-115,0
MK-2206,Linsitinib,HT-29,0
Sapitinib,PF-4708671,EFM-192A,0
LGK974,Trametinib,SNU-407,0
Lapatinib,Wee1 Inhibitor,CAL-120,0
Sapitinib,SCH772984,HCC1500,0
Vorinostat,SCH772984,BT-20,0
Docetaxel,GSK269962A,HCC1143,0
Navitoclax,5-Fluorouracil,HT55,0
Lapatinib,BI-2536,CAL-85-1,0
MK-2206,Taselisib,HuP-T3,0
AZD7762,PF-4708671,EVSA-T,0
Pictilisib,Taselisib,MDA-MB-157,0
MK-2206,SB216763,SNU-1040,0
Vinorelbine,SB505124,LS-180,0
Taselisib,Lapatinib,HCC1395,0
MK-2206,Lapatinib,T47D,0
Trametinib,PD173074,MDA-MB-453,0
MK-2206,Dasatinib,CAPAN-1,0
AZD7762,Nilotinib,MDA-MB-415,0
AZD7762,MK-1775,BT-20,0
Gemcitabine,Navitoclax,ZR-75-1,0
Bortezomib,Docetaxel,HCC1143,0
Taselisib,Ruxolitinib,KP-1N,0
Luminespib,Linsitinib,HCC1419,0
LGK974,5-Fluorouracil,HuP-T3,0
Docetaxel,Axitinib,EVSA-T,0
Lapatinib,SCH772984,KP-1N,0
PD173074,Linsitinib,HCC2218,0
Gemcitabine,Navitoclax,HCC1954,0
Lapatinib,Tozasertib,BT-474,0
Cisplatin,AZD7762,MDA-MB-330,0
Navitoclax,Taselisib,CAL-51,0
Bortezomib,RO-3306,HCC1395,0
Trametinib,KU-55933,MCF7,0
Irinotecan,5-Fluorouracil,CFPAC-1,0
Sapitinib,Linsitinib,GP5d,1
Cisplatin,MK-2206,T47D,0
Luminespib,Ribociclib,MRK-nu-1,0
Taselisib,BI-2536,BT-549,0
MK-2206,5-Fluorouracil,NCI-H716,0
Dasatinib,OSI-027,KP-3,0
SB216763,Linsitinib,HT-29,0
Vinorelbine,LGK974,SW948,0
Taselisib,Entinostat,UACC-893,1
Luminespib,SCH772984,CAL-51,0
Cisplatin,Trametinib,MDA-MB-231,0
Trametinib,Lapatinib,PANC-03-27,0
PD173074,OSI-027,CAMA-1,0
Trametinib,Dabrafenib,HCC1599,0
Oxaliplatin,Gemcitabine,PANC-02-03,0
Taselisib,Luminespib,BT-20,0
5-Fluorouracil,SCH772984,MDA-MB-361,0
Taselisib,Axitinib,CAL-85-1,0
SB216763,5-Fluorouracil,KM12,0
5-Fluorouracil,Tozasertib,EVSA-T,0
Cisplatin,JQ1,HCC70,0
Cisplatin,PD173074,CAL-85-1,0
Taselisib,Gemcitabine,KP-4,0
MK-2206,Linsitinib,SW1417,0
Luminespib,Uprosertib,HDQ-P1,0
OSI-027,ZM447439,ZR-75-1,0
Linsitinib,Entinostat,MDA-MB-175-VII,0
Sapitinib,Venetoclax,HCC1500,0
Axitinib,KU-55933,COLO-824,0
Sapitinib,Cisplatin,CAL-51,0
AZD7762,LGK974,LoVo,0
MK-2206,ZM447439,HCC38,0
Navitoclax,Dabrafenib,SNU-81,0
MK-1775,Oxaliplatin,SUIT-2,0
Lapatinib,Ruxolitinib,KP-4,0
Paclitaxel,MK-1775,YAPC,0
SCH772984,Trametinib,PA-TU-8902,0
Lapatinib,NU7441,BT-474,1
Linsitinib,Venetoclax,BT-549,0
Luminespib,GSK269962A,CAL-85-1,1
Luminespib,Ribociclib,JIMT-1,0
SB216763,Navitoclax,HCT-15,0
Linsitinib,Paclitaxel,SU8686,0
Irinotecan,Lapatinib,PSN1,0
Pictilisib,Sapitinib,HCC38,0
Navitoclax,SB505124,HT-115,0
PD173074,Paclitaxel,BT-20,0
Navitoclax,SCH772984,SW48,1
Docetaxel,Afatinib,CAL-51,0
Docetaxel,Tozasertib,HDQ-P1,0
Gemcitabine,RO-3306,ZR-75-1,0
Navitoclax,SB505124,C2BBe1,0
Trametinib,Taselisib,MDA-MB-468,0
5-Fluorouracil,Sapitinib,CW-2,0
Pictilisib,SB216763,EFM-19,0
Dactolisib,Lapatinib,PANC-04-03,0
Docetaxel,MK-1775,HCC38,0
Navitoclax,BI-2536,BT-483,0
Linsitinib,5-Fluorouracil,EVSA-T,0
Linsitinib,OSI-027,CAL-120,0
Taselisib,Luminespib,OCUB-M,0
Taselisib,AZD7762,SNU-1040,0
PD173074,Linsitinib,BT-483,0
Paclitaxel,Erlotinib,CFPAC-1,0
Bortezomib,BI-2536,COLO-824,0
LGK974,Linsitinib,SW1990,0
MK-2206,Gemcitabine,HCC70,0
Docetaxel,Bortezomib,MDA-MB-231,0
PD173074,Vorinostat,HDQ-P1,0
Pictilisib,Lapatinib,HCC38,0
Taselisib,Pictilisib,MDA-MB-415,0
Pictilisib,Afatinib,MFM-223,0
MK-2206,Erlotinib,PA-TU-8988T,0
MK-1775,Paclitaxel,MDA-MB-468,0
Cisplatin,Dasatinib,KP-1N,0
MK-1775,MK-2206,RKO,0
Gemcitabine,Taselisib,HCC70,0
Oxaliplatin,MK-2206,HCT-15,0
LGK974,Sapitinib,MDST8,0
Erlotinib,Navitoclax,YAPC,0
OSI-027,Taselisib,MDA-MB-157,0
AZD7762,Bortezomib,HCC1143,0
AZD7762,Trametinib,AU565,0
Sapitinib,NU7441,MFM-223,0
Oxaliplatin,Afatinib,HCT-116,0
Dabrafenib,AZD7762,GP5d,0
Navitoclax,Ruxolitinib,PANC-04-03,0
5-Fluorouracil,Luminespib,BT-20,0
Dabrafenib,AZD7762,CaR-1,0
AZD7762,Sapitinib,ZR-75-1,0
MK-2206,MK-1775,LS-123,0
Linsitinib,Lapatinib,HCC2218,0
Vorinostat,GSK269962A,CAL-85-1,0
OSI-027,GSK269962A,CAL-148,0
Erlotinib,AZD7762,YAPC,0
MK-1775,Sapitinib,MDA-MB-231,0
MK-2206,Dabrafenib,EFM-192A,0
LGK974,MK-2206,DiFi,0
Navitoclax,SB216763,HT-29,0
LGK974,SB505124,SW948,0
AZD7762,Docetaxel,BT-549,0
Sapitinib,RO-3306,MDA-MB-468,0
5-Fluorouracil,Taselisib,MDA-MB-415,0
Linsitinib,MK-2206,HCC1937,0
Navitoclax,MK-2206,PANC-04-03,0
Dactolisib,Lapatinib,AsPC-1,0
Vorinostat,Axitinib,HCC202,0
AZD7762,5-Fluorouracil,HT-29,1
Linsitinib,Trametinib,C2BBe1,0
Sapitinib,AZD6482,MFM-223,0
Sapitinib,GSK269962A,MDA-MB-453,0
AZD7762,MK-1775,MDA-MB-330,0
PD173074,Pictilisib,MDA-MB-361,0
Sapitinib,ZM447439,JIMT-1,0
Taselisib,Navitoclax,CAL-85-1,1
MK-2206,PD173074,HDQ-P1,0
Trametinib,Navitoclax,EVSA-T,0
OSI-027,Uprosertib,T47D,0
Taselisib,Vorinostat,CAL-120,0
Gemcitabine,Lapatinib,PL4,0
MK-2206,Vorinostat,HCC1599,0
OSI-027,Docetaxel,EFM-192A,0
MK-1775,Uprosertib,HCC1599,0
Trametinib,Alisertib,CAL-120,0
Gemcitabine,Docetaxel,ZR-75-30,0
Bortezomib,Navitoclax,MDA-MB-468,0
Gemcitabine,MK-2206,DU-4475,0
Afatinib,MK-1775,CW-2,0
Trametinib,SCH772984,T47D,0
Gemcitabine,Nilotinib,BT-474,0
PD173074,MK-2206,HCC1954,1
Taselisib,SB216763,LoVo,0
Linsitinib,AZD7762,SNU-407,0
Oxaliplatin,MK-1775,HuP-T3,0
Bortezomib,Uprosertib,MDA-MB-453,0
